Cuenca;Aliviadero;Colector;Condicion;Caudal;Fecha;Hora;Datos;
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 11:55 a. m.;1.91667;26.02;
La Doctora;6084743;La Honda;Seco;Residual;1/01/2000 12:00 p. m.;2.00000;25.98;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;49.49;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;95.05;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;129.60;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;231.90;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;909.40;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;947.81;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;568.90;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;251.66;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;128.57;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;60.16;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;33.31;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;27.70;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;26.63;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;26.39;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;26.34;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;26.30;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;26.26;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;26.22;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;26.18;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;26.14;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;26.10;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;26.06;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;26.02;
La Doctora;6084743;La Honda;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;25.98;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:05 a. m.;0.08333;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:10 a. m.;0.16667;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:15 a. m.;0.25000;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:20 a. m.;0.33333;23.99;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:25 a. m.;0.41667;593.09;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:30 a. m.;0.50000;633.91;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:35 a. m.;0.58333;297.14;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:40 a. m.;0.66667;54.36;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:45 a. m.;0.75000;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:50 a. m.;0.83333;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 10:55 a. m.;0.91667;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:00 a. m.;1.00000;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:05 a. m.;1.08333;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:10 a. m.;1.16667;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:15 a. m.;1.25000;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:20 a. m.;1.33333;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:25 a. m.;1.41667;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:30 a. m.;1.50000;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:35 a. m.;1.58333;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:40 a. m.;1.66667;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:45 a. m.;1.75000;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:50 a. m.;1.83333;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 11:55 a. m.;1.91667;0.00;
La Doctora;6084743;La Honda;Lluvia;Pluvial;1/01/2000 12:00 p. m.;2.00000;0.00;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:05 a. m.;0.08333;44.74;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:10 a. m.;0.16667;92.79;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:15 a. m.;0.25000;127.63;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:20 a. m.;0.33333;194.26;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:25 a. m.;0.41667;316.32;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:30 a. m.;0.50000;313.89;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:35 a. m.;0.58333;270.54;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:40 a. m.;0.66667;204.71;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:45 a. m.;0.75000;153.78;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:50 a. m.;0.83333;63.83;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 10:55 a. m.;0.91667;34.18;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:00 a. m.;1.00000;27.88;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:05 a. m.;1.08333;26.66;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:10 a. m.;1.16667;26.40;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:15 a. m.;1.25000;26.35;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:20 a. m.;1.33333;26.31;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:25 a. m.;1.41667;26.26;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:30 a. m.;1.50000;26.22;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:35 a. m.;1.58333;26.18;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:40 a. m.;1.66667;26.14;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:45 a. m.;1.75000;26.10;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:50 a. m.;1.83333;26.06;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 11:55 a. m.;1.91667;26.02;
La Doctora;6084743;La Honda;Lluvia;Residual Diluido;1/01/2000 12:00 p. m.;2.00000;25.98;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:05 a. m.;0.08333;4.26;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:10 a. m.;0.16667;4.27;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:15 a. m.;0.25000;4.29;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:20 a. m.;0.33333;4.30;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:25 a. m.;0.41667;4.31;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:30 a. m.;0.50000;4.33;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:35 a. m.;0.58333;4.34;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:40 a. m.;0.66667;4.36;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:45 a. m.;0.75000;4.37;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:50 a. m.;0.83333;4.39;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 10:55 a. m.;0.91667;4.40;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:00 a. m.;1.00000;4.41;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:05 a. m.;1.08333;4.41;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:10 a. m.;1.16667;4.40;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:15 a. m.;1.25000;4.39;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:20 a. m.;1.33333;4.39;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:25 a. m.;1.41667;4.38;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:30 a. m.;1.50000;4.37;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:35 a. m.;1.58333;4.37;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:40 a. m.;1.66667;4.36;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:45 a. m.;1.75000;4.35;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:50 a. m.;1.83333;4.35;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 11:55 a. m.;1.91667;4.34;
La Doctora;6064190;La Honda;Seco;Residual;1/01/2000 12:00 p. m.;2.00000;4.33;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;4.26;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;4.27;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;4.29;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;4.51;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;79.43;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;51.17;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;22.82;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;15.54;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;7.10;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;4.64;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;4.41;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;4.41;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;4.41;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;4.40;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;4.39;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;4.39;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;4.38;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;4.37;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;4.37;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;4.36;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;4.35;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;4.35;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;4.34;
La Doctora;6064190;La Honda;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;4.33;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:05 a. m.;0.08333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:10 a. m.;0.16667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:15 a. m.;0.25000;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:20 a. m.;0.33333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:25 a. m.;0.41667;14.83;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:30 a. m.;0.50000;6.19;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:35 a. m.;0.58333;0.10;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:40 a. m.;0.66667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:45 a. m.;0.75000;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:50 a. m.;0.83333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 10:55 a. m.;0.91667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:00 a. m.;1.00000;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:05 a. m.;1.08333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:10 a. m.;1.16667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:15 a. m.;1.25000;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:20 a. m.;1.33333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:25 a. m.;1.41667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:30 a. m.;1.50000;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:35 a. m.;1.58333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:40 a. m.;1.66667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:45 a. m.;1.75000;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:50 a. m.;1.83333;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 11:55 a. m.;1.91667;0.00;
La Doctora;6064190;La Honda;Lluvia;Pluvial;1/01/2000 12:00 p. m.;2.00000;0.00;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:05 a. m.;0.08333;4.26;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:10 a. m.;0.16667;4.27;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:15 a. m.;0.25000;4.29;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:20 a. m.;0.33333;4.51;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:25 a. m.;0.41667;64.20;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:30 a. m.;0.50000;45.15;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:35 a. m.;0.58333;23.08;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:40 a. m.;0.66667;15.61;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:45 a. m.;0.75000;7.24;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:50 a. m.;0.83333;4.68;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 10:55 a. m.;0.91667;4.41;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:00 a. m.;1.00000;4.41;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:05 a. m.;1.08333;4.41;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:10 a. m.;1.16667;4.40;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:15 a. m.;1.25000;4.39;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:20 a. m.;1.33333;4.39;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:25 a. m.;1.41667;4.38;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:30 a. m.;1.50000;4.37;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:35 a. m.;1.58333;4.37;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:40 a. m.;1.66667;4.36;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:45 a. m.;1.75000;4.35;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:50 a. m.;1.83333;4.35;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 11:55 a. m.;1.91667;4.34;
La Doctora;6064190;La Honda;Lluvia;Residual Diluido;1/01/2000 12:00 p. m.;2.00000;4.33;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:05 a. m.;0.08333;12.46;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:10 a. m.;0.16667;12.51;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:15 a. m.;0.25000;12.55;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:20 a. m.;0.33333;12.59;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:25 a. m.;0.41667;12.63;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:30 a. m.;0.50000;12.67;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:35 a. m.;0.58333;12.71;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:40 a. m.;0.66667;12.76;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:45 a. m.;0.75000;12.80;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:50 a. m.;0.83333;12.84;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 10:55 a. m.;0.91667;12.88;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:00 a. m.;1.00000;12.92;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:05 a. m.;1.08333;12.92;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:10 a. m.;1.16667;12.90;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:15 a. m.;1.25000;12.88;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:20 a. m.;1.33333;12.86;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:25 a. m.;1.41667;12.84;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:30 a. m.;1.50000;12.82;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:35 a. m.;1.58333;12.80;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:40 a. m.;1.66667;12.78;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:45 a. m.;1.75000;12.76;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:50 a. m.;1.83333;12.74;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 11:55 a. m.;1.91667;12.72;
La Doctora;8566314;La Escuela;Seco;Residual;1/01/2000 12:00 p. m.;2.00000;12.70;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:05 a. m.;0.08333;61.60;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:10 a. m.;0.16667;101.69;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:15 a. m.;0.25000;139.67;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:20 a. m.;0.33333;263.26;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:25 a. m.;0.41667;1116.71;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:30 a. m.;0.50000;764.74;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:35 a. m.;0.58333;226.53;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:40 a. m.;0.66667;125.10;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:45 a. m.;0.75000;49.61;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:50 a. m.;0.83333;19.73;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 10:55 a. m.;0.91667;13.46;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:00 a. m.;1.00000;12.94;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:05 a. m.;1.08333;12.92;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:10 a. m.;1.16667;12.90;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:15 a. m.;1.25000;12.88;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:20 a. m.;1.33333;12.86;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:25 a. m.;1.41667;12.84;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:30 a. m.;1.50000;12.82;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:35 a. m.;1.58333;12.80;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:40 a. m.;1.66667;12.78;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:45 a. m.;1.75000;12.76;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:50 a. m.;1.83333;12.74;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 11:55 a. m.;1.91667;12.72;
La Doctora;8566314;La Escuela;Lluvia;Combinado;1/01/2000 12:00 p. m.;2.00000;12.70;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:05 a. m.;0.08333;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:10 a. m.;0.16667;18.30;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:15 a. m.;0.25000;45.17;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:20 a. m.;0.33333;173.82;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:25 a. m.;0.41667;1062.25;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:30 a. m.;0.50000;690.03;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:35 a. m.;0.58333;162.13;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:40 a. m.;0.66667;40.83;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:45 a. m.;0.75000;0.01;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:50 a. m.;0.83333;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 10:55 a. m.;0.91667;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:00 a. m.;1.00000;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:05 a. m.;1.08333;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:10 a. m.;1.16667;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:15 a. m.;1.25000;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:20 a. m.;1.33333;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:25 a. m.;1.41667;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:30 a. m.;1.50000;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:35 a. m.;1.58333;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:40 a. m.;1.66667;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:45 a. m.;1.75000;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:50 a. m.;1.83333;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 11:55 a. m.;1.91667;0.00;
La Doctora;8566314;La Escuela;Lluvia;Pluvial;1/01/2000 12:00 p. m.;2.00000;0.00;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:05 a. m.;0.08333;59.72;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:10 a. m.;0.16667;82.91;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:15 a. m.;0.25000;94.08;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:20 a. m.;0.33333;88.60;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:25 a. m.;0.41667;54.46;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:30 a. m.;0.50000;61.49;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:35 a. m.;0.58333;66.67;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:40 a. m.;0.66667;85.19;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:45 a. m.;0.75000;51.15;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:50 a. m.;0.83333;20.20;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 10:55 a. m.;0.91667;13.50;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:00 a. m.;1.00000;12.94;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:05 a. m.;1.08333;12.92;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:10 a. m.;1.16667;12.90;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:15 a. m.;1.25000;12.88;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:20 a. m.;1.33333;12.86;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:25 a. m.;1.41667;12.84;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:30 a. m.;1.50000;12.82;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:35 a. m.;1.58333;12.80;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:40 a. m.;1.66667;12.78;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:45 a. m.;1.75000;12.76;
La Doctora;8566314;La Escuela;Lluvia;Residual Diluido;1/01/2000 11:50 a. m.;1.83333;12.74;
